key,reason,sequence_hash
GeneID:110700103,unique_never_inserted,5e32119b4bfb404665f4a18f75ba2cf8
GeneID:110700092,unique_never_inserted,204a4105817117ed0079e8bfa049a6aa
GeneID:110700091,unique_never_inserted,5418cb3ab8e0a8a48837c159232156d4
GeneID:110700086,unique_never_inserted,e221e309a9b1fccbacfd8d64e2857769
GeneID:110700084,unique_never_inserted,8982a78cdf30c0d4de2d33bb256c2184
GeneID:110700083,unique_never_inserted,7508d16c1132a5e31a3d9aa789b36042
GeneID:110700082,unique_never_inserted,25388ccc8733ebb34437d85f950aebd5
GeneID:110700081,unique_never_inserted,521c9556b303b4397fa1365eb0187342
GeneID:110700077,unique_never_inserted,719e7f418a6f38dffd6cc64b520918ce
GeneID:110700069,unique_never_inserted,56e3c2b8e617a1f148ea2c1639abf37e
GeneID:110700067,unique_never_inserted,c7e762ba7fc6e256c3b161e9e7c03603
GeneID:110700057,unique_never_inserted,e58515563f30b9777f607c35b61b4679
GeneID:110700043,unique_never_inserted,c55060e517a1cc1f8af8f001031157c3
GeneID:110700042,unique_never_inserted,e9dc93d67afe117f0e546f5dd5a6458d
GeneID:110700039,unique_never_inserted,8647e04f31ed57c288d5c2d349030787
GeneID:110700033,unique_never_inserted,6e3013e869166f4e90741e1bcd4c07b3
GeneID:110700030,unique_never_inserted,0906e0acb71878080943121891dbf7bb
GeneID:110700029,unique_never_inserted,551ab02dcb7d5b66278a61093a4ef357
GeneID:110700028,unique_never_inserted,8b2dc892d54b37b4b43c9a61145cb82e
GeneID:110700022,unique_never_inserted,68632160acaa7d5d654481b57b4bb6ff
GeneID:110700021,unique_never_inserted,91d1daff73468c7591e37298e494283c
GeneID:110700016,unique_never_inserted,0a0f3ad58591f261f2c78105526d0173
GeneID:110700015,unique_never_inserted,e77e127ff78c996a674f5b9d2b82f6cd
GeneID:110700012,unique_never_inserted,184199212df522801a3afbf6fd261c60
GeneID:110700003,unique_never_inserted,6d55dffb5835648ec55e2fb6c32eec4b
GeneID:110700002,unique_never_inserted,6b360724ef893c69bc8e27ecce260622
GeneID:110700000,unique_never_inserted,ee57eaa3c81292635eede8dd521a2589
GeneID:110699999,unique_never_inserted,a9f577c1d5521b14e635828714612507
GeneID:110699997,unique_never_inserted,e90975f9e5c70f4cdb1569d82d2c41bd
GeneID:110699988,unique_never_inserted,8760ec169d4b4c881791f8e3db2b8fc4
GeneID:110699984,unique_never_inserted,69c4d87973b76e035b5d6910bc817dcb
GeneID:110699981,unique_never_inserted,6c186e513f36db317ed5584f539d8a21
GeneID:110699980,unique_never_inserted,443deebef3542e121ad17542fed95722
GeneID:110699979,unique_never_inserted,8988a4063eee2eaec04cf781476dac64
GeneID:110699978,unique_never_inserted,8d9e6b99ecc4e1877626261d159e97df
GeneID:110699975,unique_never_inserted,3242478ac6881a0b221e7c45cf6c5f02
GeneID:110699974,unique_never_inserted,8f69400bbf6f4e993068ad4ef240a1e7
GeneID:110699969,unique_never_inserted,c821c5ebaa67e63149a93206e8f1757d
GeneID:110699961,unique_never_inserted,536ff9507a240e2f570a5fb3b0a73953
GeneID:110699959,unique_never_inserted,0461e21e610a598b6d084b2a716463e9
GeneID:110699953,unique_never_inserted,fcd1636102d4583689b65d357e99145e
GeneID:110699937,unique_never_inserted,b2c8ccf27e2d0fe9c8584e6ff1be383e
GeneID:110699930,unique_never_inserted,0fc697f48ccd2fc5c69f2aa2a6af2522
GeneID:110699927,unique_never_inserted,82e4ef99e61d3ce17e812a9e1644fa45
GeneID:110699926,unique_never_inserted,839cc73143219f89814791e12f285fb3
GeneID:110699925,unique_never_inserted,1af55c4a279de1d9dc23e7f411287629
GeneID:110699924,unique_never_inserted,9640bcb01dd46dff9937aed3d1606bf7
GeneID:110699915,unique_never_inserted,159750298b703fa22a5316ac3150650d
GeneID:110699911,unique_never_inserted,9183b1dac05ee353c9e16e0c93e6b6f4
GeneID:110699910,unique_never_inserted,aadc603eb9164871a25de417fac4ed72
GeneID:110699909,unique_never_inserted,6212c27abfca92ec310c0e6e154afb44
GeneID:110699905,unique_never_inserted,60b07db743f15c34bd89ab12a56319f9
GeneID:110699889,unique_never_inserted,22aae187f8401f8aa0767e7179d0589f
GeneID:110699886,unique_never_inserted,1de1e2cbed5bf07ee7dad3c83b878eaa
GeneID:110699883,unique_never_inserted,bbc6a493890d151102d3f4b0d619cf56
GeneID:110699878,unique_never_inserted,2ad0b669b1750f6ef014fdfdcec8c02d
GeneID:110699872,unique_never_inserted,5d4cfefa5f94061a5c44ae299b58abbc
GeneID:110699865,unique_never_inserted,17387c1987e6ed3e19f6b2ce19215d42
GeneID:110699864,unique_never_inserted,64b4f101df6e81e1c3abdc858bfb1cfd
GeneID:110699863,unique_never_inserted,796a9d2ce31cf852fbaa10412fcd9e8b
GeneID:110699862,unique_never_inserted,2a236c930612f6dadd92aceb39e0d460
GeneID:110699861,unique_never_inserted,e1b0c40d1dddced8839ef51030cdafd6
GeneID:110699859,unique_never_inserted,3c25df885c1784f9b664b998e0c3474f
GeneID:110699858,unique_never_inserted,ed1bdc43bc3d6ae42027890476d63dab
GeneID:110699854,unique_never_inserted,320c39a997d42939dfc8b8f5f5ce1977
GeneID:110699851,unique_never_inserted,846434709347831e45af4a5dfabd3475
GeneID:110699849,unique_never_inserted,bc24193aeb56e864113fadb9310c0398
GeneID:110699846,unique_never_inserted,7bd6c25aa3b6dfec0362c73886454c20
GeneID:110699845,unique_never_inserted,61f1abd7108df951fd556f7cd42b1802
GeneID:110699842,unique_never_inserted,61f1abd7108df951fd556f7cd42b1802
GeneID:110699838,unique_never_inserted,fd13b02ba564e82c5438933682d3cfb5
GeneID:110699837,unique_never_inserted,e415c28212e88172a98e0f1b27cf3a23
GeneID:110699836,unique_never_inserted,d62ddfd9830f8ceb0ecc4fba7d9ca3e6
GeneID:110699835,unique_never_inserted,559028049eef5e570f5e0eccb4895df0
GeneID:110699834,unique_never_inserted,f935f83f716f1f7935b3590d94def6b7
GeneID:110699832,unique_never_inserted,b0e25b534c080f985bda7eba0e02b069
GeneID:110699829,unique_never_inserted,46c6894ccbb9d07ece2064c625d7f49d
GeneID:110699828,unique_never_inserted,0e113e25e18a7915abdc8bef61403733
GeneID:110699827,unique_never_inserted,a62dce3a3eafd1c3fc85647e94aa24d4
GeneID:110699826,unique_never_inserted,c7cb28278e8f4f1e36fdc1109eed8fbc
GeneID:110699824,unique_never_inserted,d26ef1689fbd6bc4a8113bafc6cdb4bd
GeneID:110699820,unique_never_inserted,88ed31d3db3e62c9a2ab26a6a7cf791a
GeneID:110699819,unique_never_inserted,43fe91150b21e897f75f6daa149f3d65
GeneID:110699815,unique_never_inserted,f21251f55f472603d1302005649c72f2
GeneID:110699808,unique_never_inserted,d65ead3776851119b6fad63e0364435e
GeneID:110699807,unique_never_inserted,bb13a5dd8787f9518fb364957fe3cd55
GeneID:110699804,unique_never_inserted,0bdcce24bdbbaf65c6d01b3d7f946b50
GeneID:110699799,unique_never_inserted,887339e413f5e3304ca4bdb54981ba79
GeneID:110699793,unique_never_inserted,41ab82373ce2421dd793143135cacb5a
GeneID:110699791,unique_never_inserted,e0b50570019ada9bc6594662d762b0e4
GeneID:110699790,unique_never_inserted,9754457eedd450cd0b09427091557019
GeneID:110699789,unique_never_inserted,88ecaff0663015a82446727904ae3e19
GeneID:110699788,unique_never_inserted,1aa14038bd2f3b18b8af0b98531b84ba
GeneID:110699784,unique_never_inserted,4f36132e0d5706ceb882786bb8fcd2c3
GeneID:110699782,unique_never_inserted,c71caf803a98bd39fa49972e5150a961
GeneID:110699781,unique_never_inserted,28cadb85b820324026fd64b7f647b68c
GeneID:110699780,unique_never_inserted,bddbc963c1868c6cf66c153d0650028e
GeneID:110699779,unique_never_inserted,00d00958ae7b872b6382a950626fc486
GeneID:110699778,unique_never_inserted,7f4c9b497d24624e280595c77aed357c
GeneID:110699777,unique_never_inserted,2a06b1e3ccf799860a70cc89ef8d3c80
GeneID:110699776,unique_never_inserted,2d7a46be4750aba876dfe20dab09d85f
GeneID:110699772,unique_never_inserted,9426396eafa9c64c3c0240801f4cda7f
GeneID:110699771,unique_never_inserted,598cc9748df31b53da994ac3e8d44de5
GeneID:110699770,unique_never_inserted,782c0cb5eca81f4d62660863e091272e
GeneID:110699764,unique_never_inserted,978522572b7bebdfe6caf38189b3427b
GeneID:110699760,unique_never_inserted,ff82bf812c307ef19ea61d187a13fdf2
GeneID:110699757,unique_never_inserted,9cb4fcf0f7cafd0510347ece7c206309
GeneID:110699755,unique_never_inserted,e0dcd6c8984a4f35b607504081ef86b8
GeneID:110699754,unique_never_inserted,c8ae75b4d7a8e33bc8274b5ae8c11119
GeneID:110699750,unique_never_inserted,4c0724556f3bad932675e97204d2d411
GeneID:110699749,unique_never_inserted,2f3459b558cd5d56436e57acb44283eb
GeneID:110699740,unique_never_inserted,42e4393081a9ed426127619c9f5c4a56
GeneID:110699730,unique_never_inserted,b75886ee86612b6372f14ea451243a05
GeneID:110699729,unique_never_inserted,cb29c0ae61f2d4492012197a296337f9
GeneID:110699728,unique_never_inserted,abd3106a272e0bc4b61d7ccc3863b2c2
GeneID:110699722,unique_never_inserted,65adcd3461e2e21b3acefdbccd7c30cf
GeneID:110699721,unique_never_inserted,b2df6bce192bad4a9b7688297bd8d14e
GeneID:110699715,unique_never_inserted,ba8b2a0a6dadd79a770d6588b3db14f8
GeneID:110699714,unique_never_inserted,2a6af8e85298ed4480be6a9fd69f20a6
GeneID:110699713,unique_never_inserted,d6430544e658ff860e35fa878619e2ce
GeneID:110699712,unique_never_inserted,f7b688c1946cc2fa252e511cbead5d49
GeneID:110699710,unique_never_inserted,439749887ec3f00500ef91829e9107ad
GeneID:110699709,unique_never_inserted,4e4194720a8d2caf5d360b2f74cc1e15
GeneID:110699698,unique_never_inserted,653e01b796747552947522ef98c6784d
GeneID:110699684,unique_never_inserted,2f70d7981c534b4098692da93ecdf1bd
GeneID:110699683,unique_never_inserted,b8cf293594181fdce6978e377e76b7f1
GeneID:110699681,unique_never_inserted,85a700f4a20767ba260ef46e4944aeb4
GeneID:110699668,unique_never_inserted,2b2f518ebe47a0a91750f2921c1f7528
GeneID:110699665,unique_never_inserted,0402f539646703d133b3878141e32cde
GeneID:110699664,unique_never_inserted,e4f2e3c04479a894899cdec0f7b9951c
GeneID:110699659,unique_never_inserted,5fe1362ca4ee93a851c99e30136d48d2
GeneID:110699657,unique_never_inserted,6cd501a0776116bd6fb5fcc3f665671a
GeneID:110699655,unique_never_inserted,5fa7a02c2fe2235c61f8180c329228ce
GeneID:110699653,unique_never_inserted,f97fe8c9a692e5d472fdbed54f7c4bc3
GeneID:110699636,unique_never_inserted,42f2e0dbb4546a47b58c23a431bce912
GeneID:110699633,unique_never_inserted,1cdfbb6d306f6b24db696603361a8ed6
GeneID:110699632,unique_never_inserted,456542337210e580b6b658cf10f8e48a
GeneID:110699620,unique_never_inserted,6b8029164bf65b1cd1aff6468d63bebf
GeneID:110699619,unique_never_inserted,f447fea4999e4cdb51d8b45c3ac70c35
GeneID:110699618,unique_never_inserted,5f3fd2bd25bbf7c42a9fcec800f8f046
GeneID:110699616,unique_never_inserted,80d34d883c27a33bd94d61262d610e9d
GeneID:110699614,unique_never_inserted,ddeb504cb8562ab6cee25bdd8bd3c6a5
GeneID:110699611,unique_never_inserted,3c5f2eda1e63bab28e094a06dab56f32
GeneID:110699602,unique_never_inserted,f9ae4e6d3cf567ad787b8a8f74f816b4
GeneID:110699599,unique_never_inserted,8eec648b8d48408bf3acd66db5101b48
GeneID:110699593,unique_never_inserted,f46152854d03c88ed485f7ef79a1371e
GeneID:110699592,unique_never_inserted,0bf9ac6bfad6ec82892924ce3735292c
GeneID:110699590,unique_never_inserted,582aaf8b7ee92e47438806e3aadd6755
GeneID:110699589,unique_never_inserted,7bf8058e211b0fb33ae7eb8f23bf29c1
GeneID:110699588,unique_never_inserted,4022c72bbc3779ce286752a55c343c50
GeneID:110699582,unique_never_inserted,2d2f66d286821d57b45644ecd8289f5d
GeneID:110699579,unique_never_inserted,84d67b71bda105609a1479727bc89f36
GeneID:110699577,unique_never_inserted,6761a93383d188b42c6a69a63edf1ebe
GeneID:110699567,unique_never_inserted,012bebf79850b3e11e55b4f436f856dd
GeneID:110699565,unique_never_inserted,6f1b9fe5d8cf31890d3331fedf38d001
GeneID:110699560,unique_never_inserted,c703b6111f95ac31af02cf4d509fec90
GeneID:110699557,unique_never_inserted,89141d094fb3c03a7f19eeaadbaf3a6e
GeneID:110699556,unique_never_inserted,39066ee784c7ce1f9c539acd62be93f7
GeneID:110699552,unique_never_inserted,8f631383d50d9168b8b9ba031a4f8592
GeneID:110699546,unique_never_inserted,0c131465f18e41463d5a5deb380b034b
GeneID:110699543,unique_never_inserted,c3dbb9e76b2c9d72ff4248ce11b511d8
GeneID:110699536,unique_never_inserted,88efe765363edd122c148e34e93e41f9
GeneID:110699535,unique_never_inserted,d0ea34d6b8080db06f339fdc3fe77d03
GeneID:110699534,unique_never_inserted,7e0b678f0055f5df8c8ef973bc32a83a
GeneID:110699533,unique_never_inserted,aea554d24a7bed9c4de055f70795b01d
GeneID:110699532,unique_never_inserted,d9241d8336b099973bd8d9a20670677f
GeneID:110699527,unique_never_inserted,ed977cc1556f253f52fe994c87d0cd36
GeneID:110699526,unique_never_inserted,93b84ce9d7555a7fb65515327064ef13
GeneID:110699513,unique_never_inserted,88ad44b5b222bd89a3f51c8883aef378
GeneID:110699512,unique_never_inserted,a8c91fc149e53443733f9bafa9106160
GeneID:110699508,unique_never_inserted,53bdb3b4ae4ff2392be9adb5ae2a9ba0
GeneID:110699500,unique_never_inserted,b71e9dd8088eb230e5e26c36d866e2ab
GeneID:110699494,unique_never_inserted,001ee2eab4f70a8875f940f8493bacf7
GeneID:110699493,unique_never_inserted,c19c84ff192e4f34ccf0e8c1a524e5e1
GeneID:110699487,unique_never_inserted,52f8cd88953a279c6773c8946ab32dc2
GeneID:110699485,unique_never_inserted,2af9194a19c84cb68e3a41311df2aad9
GeneID:110699481,unique_never_inserted,d12a5888f5cf133bb52507637dfddf19
GeneID:110699480,unique_never_inserted,d81f0c809ea6b5a0bbeacc609267797f
GeneID:110699470,unique_never_inserted,15dcf360da2ed6b3803e7ce8a39e4bc8
GeneID:110699469,unique_never_inserted,40c55e4d0e80a2ec0bd179d0c2dac9d9
GeneID:110699466,unique_never_inserted,1673508ee4b554f6acb6c548368a0a5c
GeneID:110699465,unique_never_inserted,1499500e6c676b0512293ebf4886194b
GeneID:110699464,unique_never_inserted,d71659d87f110a0e32f5970a37b1d618
GeneID:110699463,unique_never_inserted,352a6495e7de196b9b73fcef5853b7cf
GeneID:110699462,unique_never_inserted,ba1e9aa5af15961d6d2bf729f8885751
GeneID:110699450,unique_never_inserted,3820b195666b1fc3c46768f6b43ac228
GeneID:110699447,unique_never_inserted,c0008b4a919cf87094dbac70d32d2049
GeneID:110699446,unique_never_inserted,9a2721c4c027536b00efe6569d4a3ad3
GeneID:110699445,unique_never_inserted,c23b99458fd94662cd8d2226b0a22a59
GeneID:110699442,unique_never_inserted,0b113bed3611a8a4044c2b9f269cfa3b
GeneID:110699439,unique_never_inserted,0c6d0846d2a1b2dd0bd6ec50b1f4d81e
GeneID:110699434,unique_never_inserted,9d83fcf0675a9d2c186a69bf3186b0f3
GeneID:110699432,unique_never_inserted,4f1794c66f39172b868f0f2ca54e93e7
GeneID:110699431,unique_never_inserted,de55eb2a2f6cd45e5b0fda8b581faa34
GeneID:110699425,unique_never_inserted,4d090bf4ecf87a3af6c17b1af527dfb3
GeneID:110699418,unique_never_inserted,63256a0e0fdd7d2843d67c60b523bd55
GeneID:110699412,unique_never_inserted,49ff069b092a693a35a454090d51227b
GeneID:110699409,unique_never_inserted,299a9a4c06c1df607ad73b41bb710341
GeneID:110699408,unique_never_inserted,9d38a149a0a9026101c60c1715823b97
GeneID:110699402,unique_never_inserted,e5aeca2ecf7c3c5d118f3ad88a0c6ed6
GeneID:110699400,unique_never_inserted,f922a3abb46292f22f313ce3223ebb77
GeneID:110699397,unique_never_inserted,0c854403b1333f5f3a40779aa9c8fdfa
GeneID:110699396,unique_never_inserted,7cfd838c11bc88c1f8c8f36add3871ea
GeneID:110699394,unique_never_inserted,5312c41afca1a3fe8289a5a144108902
GeneID:110699392,unique_never_inserted,39b31c7fa5df4d20a8c859081ad9983a
GeneID:110699391,unique_never_inserted,511f1e214aecebbbe6ba1a0c83777c4c
GeneID:110699389,unique_never_inserted,7da0e5a510ce1d25b5ce909a1386ff20
GeneID:110699382,unique_never_inserted,abb061a00ed5f61872a7bbbf111028ae
GeneID:110699381,unique_never_inserted,98b8b1575f992c755e1bf03ae24f9798
GeneID:110699380,unique_never_inserted,af39fef8906f76c7e34e1bd8cd38d43c
GeneID:110699379,unique_never_inserted,16828a436561c340a005108bb72a5634
GeneID:110699378,unique_never_inserted,6159a82683c699782df250c7d6dcb4ff
GeneID:110699377,unique_never_inserted,4138cfad246c0f8954de90bedabae9a4
GeneID:110699376,unique_never_inserted,1a125dbb9c28ffcacc4ee76200273d03
GeneID:110699375,unique_never_inserted,4135259476d70189ee9ab51b84919b1e
GeneID:110699374,unique_never_inserted,291477bbf1f132712dfcedc1f7669dbc
GeneID:110699372,unique_never_inserted,1452d1a48c514a740c7e097c35a9015e
GeneID:110699371,unique_never_inserted,be5ecbee6bdc18ba98a2acf633ca14a9
GeneID:110699365,unique_never_inserted,b52ef146aaf6da16fe0d27b67fc93070
GeneID:110699358,unique_never_inserted,6156ded2f41cb7d556ff5b497f76e5d6
GeneID:110699357,unique_never_inserted,0e12217fb5a660445eea7c5a11e19ac1
GeneID:110699355,unique_never_inserted,6bfd6409e3333efd41bc11e40aef5acd
GeneID:110699350,unique_never_inserted,1d9207229b94800982abf2d26dbaecea
GeneID:110699347,unique_never_inserted,64f3939c5963c0b3a9c9119d03788b58
GeneID:110699345,unique_never_inserted,f1ad37da559be3d1e873c19ccc86a217
GeneID:110699343,unique_never_inserted,f2e40271a02c2297ec7f01d5fb560641
GeneID:110699335,unique_never_inserted,ce38b6b8b619f099ff23885ec2df8d60
GeneID:110699332,unique_never_inserted,f738afb083f207a2005629ab56a71de4
GeneID:110699326,unique_never_inserted,8c63f5f3afdbd7d0315d9ee779b0f432
GeneID:110699320,unique_never_inserted,67dbf2eb9b7f512b90aa11dc5c1824ff
GeneID:110699316,unique_never_inserted,aec098946e24a9adc42f8847c0cf7463
GeneID:110699307,unique_never_inserted,fab847e00966e210490742f779c222c4
GeneID:110699305,unique_never_inserted,73a27cf790a2e39efcf0329376917172
GeneID:110699302,unique_never_inserted,04a0efaba9960945cdb67c968079603a
GeneID:110699298,unique_never_inserted,02044734f12bd296ea1e7a811354bd4f
GeneID:110699297,unique_never_inserted,4e1d7d2fc043b5e7fe51a7660d5661a5
GeneID:110699296,unique_never_inserted,e59d53ff37da0ccccc64c4f27f16526e
GeneID:110699294,unique_never_inserted,4787e116bbf04b0f350dc5c0bd5c8644
GeneID:110699293,unique_never_inserted,3d02ffd04607fd9678c281bb04cf85c2
GeneID:110699290,unique_never_inserted,1d270e33794c836440becb90c99c8401
GeneID:110699289,unique_never_inserted,5fb916cfd8b21a6ad9250e5941ebcaba
GeneID:110699288,unique_never_inserted,c60cc0819dab41727990237d5baa0e90
GeneID:110699286,unique_never_inserted,8fe491a23d3bd3e850a51a40e78de731
GeneID:110699276,unique_never_inserted,e6731e39eb639f766b0d27fd6600b28e
GeneID:110699274,unique_never_inserted,30ab5ea899cbffd810434b49dec1f744
GeneID:110699273,unique_never_inserted,4a0a7ef8f68efd99358f343f7f935211
GeneID:110699261,unique_never_inserted,36d25cc4a39272f20867a3624baf8eb0
GeneID:110699254,unique_never_inserted,8f1daed2682221d39bdedc9c8fa39bb8
GeneID:110699250,unique_never_inserted,22b095b51daf008783bd44097b191b6d
GeneID:110699242,unique_never_inserted,2ab870e5ddde2179e8945c01204c58d9
GeneID:110699241,unique_never_inserted,b7e9802cfbd9bab7fe51de681fe2d1b1
GeneID:110699239,unique_never_inserted,155b1881d12885197a90b10966edf086
GeneID:110699238,unique_never_inserted,ec45ff10175de9b3b8a0cd2e64e19e9d
GeneID:110699237,unique_never_inserted,120425365653d805ebd10d853b0db44f
GeneID:110699231,unique_never_inserted,36cb1551f61d8f3a60930136c0d8a9ec
GeneID:110699229,unique_never_inserted,2f90a126dfe0a98e171ce0088caf1452
GeneID:110699224,unique_never_inserted,b50feb518648b528ff3593e1a1ca0ce1
GeneID:110699223,unique_never_inserted,85efd48101a62cf26cea76c10f656a2c
GeneID:110699220,unique_never_inserted,87a0c9badd4804eaf3177b0d380ca6ac
GeneID:110699218,unique_never_inserted,fd64790b36d05a93931f5eadda25c953
GeneID:110699217,unique_never_inserted,48219e608c0463f189b8c5d1f8243876
GeneID:110699214,unique_never_inserted,d99635e03fd6cc15079b62a3a6d40eeb
GeneID:110699212,unique_never_inserted,0227c0b8eaf9dfb6bf0a1356459faa44
GeneID:110699211,unique_never_inserted,4d44d68410f9d49e20e4eb4abbd8a336
GeneID:110699207,unique_never_inserted,94b2a49e83c2d45ea917ef025f937902
GeneID:110699203,unique_never_inserted,a5ecd02ac1258da175d1386c9401adcd
GeneID:110699202,unique_never_inserted,a5ecd02ac1258da175d1386c9401adcd
GeneID:110699201,unique_never_inserted,a5ecd02ac1258da175d1386c9401adcd
GeneID:110699200,unique_never_inserted,a5ecd02ac1258da175d1386c9401adcd
GeneID:110699194,unique_never_inserted,64ca012999ee89d29c1b552990ed5f4a
GeneID:110699193,unique_never_inserted,81c1cd045ae4917c98de88aa645e1e05
GeneID:110699192,unique_never_inserted,28ea2010a89ff7e2f02c8002a9914e80
GeneID:110699174,unique_never_inserted,51479ffdfe7063138c60b0016a80401b
GeneID:110699165,unique_never_inserted,b4b484e38dcd11748226c8bdb0ca0f72
GeneID:110699164,unique_never_inserted,b6f294515b3748cd6734741e5164fdef
GeneID:110699163,unique_never_inserted,d8a7c38ddc26a46492fc8ca4fcfcd3a3
GeneID:110699161,unique_never_inserted,101504d1b3205fea300ff9134db2bd37
GeneID:110699160,unique_never_inserted,a509037295a6a4fba34ab7e85cf37f20
GeneID:110699152,unique_never_inserted,fa48c76e5371718cbd3d6629a03f7729
BHP89109.1,unique_never_inserted,6b259e0d469ec53a2abbd2750f78ab71
BHP89108.1,unique_never_inserted,aeda5bf50b7ee13b2a2ffbe9d5c7c77f
BHP89107.1,unique_never_inserted,e49f65e50ce2711c8b94cfebad01f669
XAL80644.1,unique_never_inserted,15ee4816b8906afd91030ca67b889670
WOJ37984.1,unique_never_inserted,b6bc793fc716b4aa1dbc110a54bd4807
WOJ37983.1,unique_never_inserted,670a6d368c1a7c2444f536682f5786d8
WOJ37982.1,unique_never_inserted,6be75963db24319ca0beab3549f0c65f
pdb|5ZV6|A,unique_never_inserted,11e82efdd19164563d01a6b147796fc0
WXH74606.1,unique_never_inserted,84e4f22d7982b1afc87ffd0b5c31f3d6
WXH74605.1,unique_never_inserted,1c0f6e8bb57fd07b20e1850a9a85f726
WXH74604.1,unique_never_inserted,0dfbdfdfc4a586ed1bcd9bc6135eb5dd
WXH74600.1,unique_never_inserted,aa641bee8e72346679882dbd2add2459
WXH74599.1,unique_never_inserted,e5ecec73b03dec323c4015970b0bc4c7
WXH74594.1,unique_never_inserted,cb9a81b1ec671da9ec6dc1b0ea87cb6a
WXH74590.1,unique_never_inserted,dab20642b7459831959b237d96073d37
WXH74589.1,unique_never_inserted,7e7a47e3b2606610e34e573cef4314cf
WXH74588.1,unique_never_inserted,c1565ce1937767dfe850a42dfa7314c9
WXH74584.1,unique_never_inserted,0dfbdfdfc4a586ed1bcd9bc6135eb5dd
WXH74583.1,unique_never_inserted,1c0f6e8bb57fd07b20e1850a9a85f726
WXH74582.1,unique_never_inserted,84e4f22d7982b1afc87ffd0b5c31f3d6
WXH74581.1,unique_never_inserted,1978119e3650d0637ca047539fe8c8cd
WXH74577.1,unique_never_inserted,8615addd1631fe8a38e15a531d7dd7ab
WXH74576.1,unique_never_inserted,3af76b84cee7ec3165b89c9ca060b739
WXH74575.1,unique_never_inserted,e6e5f6decf4a968e0b8bd1a5c36f5291
WXH74574.1,unique_never_inserted,2d2f5f654c5bf67d9e8e3b98dd5cb13a
WXH74572.1,unique_never_inserted,9431a47e66a306b0a48fb983f687e017
WXH74569.1,unique_never_inserted,f4c7c6e6fdc9c9eececb07768066629a
WXH74568.1,unique_never_inserted,4f9deeba65500249d4c9c5d0b580fd1b
WXH74567.1,unique_never_inserted,3f0eaa0bb0d7c3548e92b1ac0610cd70
WXH74563.1,unique_never_inserted,0391f6621b7d89d168fe3864b6a7e192
WXH74560.1,unique_never_inserted,19fb08f3958d155d3a0e4c54efa8ca4e
WXH74559.1,unique_never_inserted,d15983f314634a2f2ed50cd8574e5f7c
WXH74558.1,unique_never_inserted,135f539cf984e8c341e65d4f46a98998
WXH74556.1,unique_never_inserted,785c5e1e9625c7e03d4614acb81ea0ca
WXH74555.1,unique_never_inserted,75bf4da24303f6b716a12f5d353834df
WXH74554.1,unique_never_inserted,f5fac6355b0adf20d493b4b3f4ca0823
WXH74553.1,unique_never_inserted,7c5f9e8954be49daaef2017bf52b4925
WXH74551.1,unique_never_inserted,0984c56dd97022e53edde22a72bf79b7
WXH74550.1,unique_never_inserted,4137167129cde4b746253ca77a10a63c
WXH74549.1,unique_never_inserted,5ceaf79973374a97eec893be5f171545
WXH74542.1,unique_never_inserted,0a360b6be1c4c9c9358f9c53eed02e02
WXH74535.1,unique_never_inserted,42f6fdab9b98e3d1a965221746c47f54
WXH74534.1,unique_never_inserted,a70858289f7605471f13455242e4cf3d
WXH74531.1,unique_never_inserted,4ecb3cfab151633764d3ef6879e1d038
WXH74527.1,unique_never_inserted,0b059f32b0f13d8fbc9db683851e220e
WXH74525.1,unique_never_inserted,51202b08c281e94e780c03dd41686e02
WXH74521.1,unique_never_inserted,3213d16f8f1a723a96d5ea8069d642a3
WXH74432.1,unique_never_inserted,84e4f22d7982b1afc87ffd0b5c31f3d6
WXH74431.1,unique_never_inserted,1c0f6e8bb57fd07b20e1850a9a85f726
WXH74430.1,unique_never_inserted,0dfbdfdfc4a586ed1bcd9bc6135eb5dd
WXH74426.1,unique_never_inserted,647d3925829f844c147a175dce4421e8
WXH74425.1,unique_never_inserted,e5ecec73b03dec323c4015970b0bc4c7
WXH74420.1,unique_never_inserted,cb9a81b1ec671da9ec6dc1b0ea87cb6a
WXH74416.1,unique_never_inserted,dab20642b7459831959b237d96073d37
WXH74415.1,unique_never_inserted,92f2ec7f3cc79270fb000eccd0e2d17f
WXH74414.1,unique_never_inserted,c1565ce1937767dfe850a42dfa7314c9
WXH74410.1,unique_never_inserted,0dfbdfdfc4a586ed1bcd9bc6135eb5dd
WXH74409.1,unique_never_inserted,1c0f6e8bb57fd07b20e1850a9a85f726
WXH74408.1,unique_never_inserted,84e4f22d7982b1afc87ffd0b5c31f3d6
WXH74407.1,unique_never_inserted,1978119e3650d0637ca047539fe8c8cd
WXH74403.1,unique_never_inserted,8615addd1631fe8a38e15a531d7dd7ab
WXH74402.1,unique_never_inserted,3af76b84cee7ec3165b89c9ca060b739
WXH74401.1,unique_never_inserted,e6e5f6decf4a968e0b8bd1a5c36f5291
WXH74400.1,unique_never_inserted,2d2f5f654c5bf67d9e8e3b98dd5cb13a
WXH74398.1,unique_never_inserted,4da276f5ef65c2f9dc68bb6fdd1a6a83
WXH74395.1,unique_never_inserted,f4c7c6e6fdc9c9eececb07768066629a
WXH74394.1,unique_never_inserted,4f9deeba65500249d4c9c5d0b580fd1b
WXH74393.1,unique_never_inserted,3f0eaa0bb0d7c3548e92b1ac0610cd70
